sentence,gpt_labels,warning,log
"van al die walgelijke apen, waar zoo vele menschen zich vroolijk meê maken?","[(22, 26, 'animals')]",False,
"Och hoe is nu soo haest, als eenen roock verdwenen, Den tijt mijns levens schoon, waer in ick heb gegroeyt, In jeught, in deught end' eer, als Lely schoon gebloeyt.","[(143, 147, 'plants')]",False,
"Dit noemt men, elders, slieren, dat een voordd.",[],False,
"M. Ik ook niet; en daar by heb ik wel gehoord, dat die papegaaien de stemmen van de knegts zeer wel kunnen namaaken; weshalven 't zeer wel zou kunnen zyn, dat zy ook wel de stemmen van de meiden zouden kunnen namaaken.","[(55, 65, 'animals')]",False,
"Met een oog, vol stille verrukking, staarde alsdan de zorgende huisvader de rijkbezaaide akkers, waar de lagchende overvloed de vrolijk huppelende verwachting door het luchtig floers der toekomst zooveel belovend wenkte, en de grasrijke weiden vol nuttig rundvee, aan.","[(89, 95, 'plants'), (255, 262, 'animals')]",False,
"- Welk een afstand tusschen het zaad en het kruid - tusschen eenen eikel en den boom, die uit denzelven voortkomt, en eerst in dien ligt opgewonden, en daar uit voortgroeit.","[(32, 36, 'plants'), (44, 49, 'plants'), (67, 72, 'plants'), (80, 84, 'plants')]",False,
"De helle gouden zonnestralen waren langzamerhand door een zachter gloeiend rood getemperd, dat over alle bloemen in den hof zijnen glans verspreidde.","[(105, 112, 'plants')]",False,
"Noch betaelt Lysken Morren, van zeker houdt, om mede te steygeren, ende dienende tot dat orgel van sparren ende raffters.","[(99, 106, 'plants')]",False,
"’ Te Maaslandsluis zagen zij weder een aantal haringbuizen gereed liggen, schoon zij van den kastelein der herberg, bij welke zij even stilhielden, om hunne paarden met water te ververschen, verstonden, dat de welvaart van Maasluis meer bijzonder gevestigd was op de Kabeljaauw-vangst dan op de Haringvisscherij - van Dijk betuigde ondertusschen zijne verwondering over den aanzienlijken bloei en welvaart van dit voortreffelijk dorp, hetgeen hij van Maurits verstond, dat echter degelijk bij de Spaansche beroerten in de verwoestingen gedeeld had.","[(157, 164, 'animals')]",False,
"Zij droomden: al 't geluk van 't leven, Zou hun de blijde toekomst geven, Wat bloemen op hun levensstroom!","[(78, 85, 'plants')]",False,
"Nauwelijks twintig schreden van den eik verwijderd, ruischte een heldere waterval; zij spoedde zich daarheen, vulde een blikken kroes met het kristalheldere vocht, keerde naar het kind terug en bracht het de kroes aan de brandende lippen.","[(36, 39, 'plants')]",False,
"De Pad verslond dezelve allen, en wel ten uiterste happig, en de Spinnen lieten de Pad geheel onaangetast.",[],True,Multiple occurrences of 'Pad' (animals)
"In dit Saizoen bedekken zy, om zo te spreeken, alle de Meeren en alle de Rivieren van SiberieLaplandSpitsbergenGroenlandLapland,’ schryft de Heer hoegstroem, ‘schynen deeze Vogels de plaats der Menschen te willen vervullen; want zo ras de Laplanders met den Voortyd na 't Gebergte trekken, vliegen de benden Wilde Eendvogels na de Zee ten Westen; en wanneer de Laplanders, in den Herfst, het Gebergte verlaaten, om in de vlakte te woonen, hebben die Vogels de vlakte reeds ontruimdregnard, ‘dat 'er een Land is, overvloediger voorzien van Eendvogels, dan Lapland, alle de Rivieren zyn 'er mede overdekt; en, in de maand May, vindt men de Nesten in zulk een overvloed, dat de vlakte 'er als mede ver-vuld is.","[(308, 324, 'animals')]",False,
"Ten is niet lofs genouch al wort een wijf gepresen Van tucht, en eerbaer root, of van een deftich wesen, Sy moet gevoechsaem sijn, en heulen met den man Al eers' haer echten plicht ten vollen treffen kan.",[],False,
"Ha handen over-sterck, die met der ijl en baerde Verbraken Leeuwen muyl, en maeyden op der aerde De oudt-beruchte roem, een gheessel der Hebreen, Soeckty maer uwe lust by deze Vrouw alleen?","[(59, 66, 'animals')]",False,
"Indien men van de aanprijzende beoordeeling van dien Tamboer ter verontschuldiging kon zeggen: dormitat Homerus, dan zouden wij de Boekzaal ongemoeid hebben gelaten; maar reeds lang hinderde het ons, juist uit achting voor den geestelijken stand in de Protestantsche kerk, dat een maandwerk, NB.",[],False,
"- 't Was hoog tijd; de Missisippi was zoo vol, maar begon toch reeds een weinig te zakken, en wij waren in onze ark tot aan den mond van den Red-River gekomen; en die ark was zoo bouwvallig, het water liep er aan alle kanten in, en er was geen drooge plek in de geheele ark en mannen en vrouwen en kinderen stonden tot aan de kniën in 't water, en de kinderen schreeuwden om 't hardst met een paar biggen die wij meê ingeladen hadden.","[(398, 404, 'animals')]",False,
"A. Neem het Haverspiertje, en leg het onder uw Microscoop.","[(12, 25, 'plants')]",False,
"Het heeft scherpe tanden, en is dieshalven bytigh: in voegen dat het, van de Honden, of van andere beesten aengetast, sich self op de rugh werpt, en sich met de voeten en tanden verweert; voornamelijck tegen de Vossen, van de welcken het met gheen andere wapenen, dan met des selfs vuyle stanck van de mes uyt sijn eyghe wooningh verdreven wordt.","[(77, 83, 'animals'), (99, 106, 'animals'), (211, 217, 'animals')]",False,
"Bloemkool, Endivie, Seldery, worden best op zich zelve opgehangen bewaard; roode Kool en Winterwortelen moeten buiten’s huis gekuild worden: maar die binnen’s huis die, waar van men daaglyks eet.","[(0, 9, 'plants'), (11, 18, 'plants'), (20, 27, 'plants'), (75, 85, 'plants'), (89, 103, 'plants')]",False,
"Zonderling scheen het dan ook in de oogen van willem en mathilde, toen zij, in de stad zijnde, het eerst in een jeugdig gezelschap verschenen, en daar de zoogenaamde groote wereld, in het klein nagebootst, aanschouwden; toen zij in de jonge heertjes en juffertjes niets dan kunstdoende aapjes van de volwassenen zagen: want immers de thee was naauwelijks rondgediend, of de speeltafeltjes werden geplaatst; de partijtjes geschikt, en valsche eerzucht, en de laagste eigenbaat, list en neiging tot bedrog, werden in de jeugdige harten, als de zaden der afschuwelijkste ondeugden, gestrooid of opgekweekt.","[(334, 338, 'plants'), (286, 292, 'animals')]",False,
Is niet de zoom nabij?,[],False,
"Zij, die Zingvogeltjes houden, welke van het binnenste van harde zaaden leeven, hebben in 't algemeen gedagt, dat aan dezelve eenig zand met het zaad vermengd moest gegeeven worden, om de spijsverteering te bevorderen.","[(59, 71, 'plants'), (9, 22, 'animals')]",False,
"De Rivier voor de Stad, welkers wallen met Oranje-Boomen beplant zyn, kan meer dan veertig groote Scheepen omvatten.","[(43, 56, 'plants')]",False,
"Amaryllis, soo ick hoore, Heeft al dickwils me ghereen Met de Iuffers van de steen: Sy seyt, ick en ben gheen sloore, Ick en ben voor Claes noch Pier, Ick en was noyt 't mellick-dier.","[(0, 9, 'plants')]",False,
"Hem noodde die engel, in de gedaante der liefelijke maan, die hem als de ster der wijzen opwekkend voorging, naar de kerk, waar hij 's avonds te voren door het sacrament der boete zijn hart had gereinigd om er thans den pasgeboren Jesus in te kunnen ontvangen.",[],False,
"Het middelste dan van deese deelkens, de welke bruynagtig sijn, begint aande Borst, ende is van maaksel als de nagelen der vingeren, ofte de schobbekens der visschen; de veruw is bruynagtig, sijnde in't midden witter.","[(157, 165, 'animals')]",False,
"De gezegde schipper had by gelegenheid, dat hy alhier dachte door te sluipen, doch niet konde, zich veel moeite gegeven, de op de kaart aangewezen rest van het verzonken eiland van Bus te vinden; hebbende meer dan twe maanden aldaar doorgebragt, en naar alle zyden in de 50 mylen gekruist; doch geen spoor van land, maar alomme een grote diepte gevonden, en alleen op ene kleine lengte, onaangezien de diepte van 100 vademen, een onbegrypelyke branding, waar door het water aldaar hoger stond, dan rondom in de zee, en een groenachtig water, beneffens een menigte dryvend groen lis bespeurt.","[(572, 581, 'plants')]",False,
"de Neyging slacht de Vosch, en verandert wel van Haair, maar niet van Imborst; de Neyging verbeelt een Kamelion, en neemt allerley Koleuren aan, uytgezondert het Wit; en de Neyging slacht de Beet van een stervent Dier, hoe ouder hoe boozer.",[],True,'Kameleon' (animals) not found
"Het lied der vogels verstomt in de wouden wanneer in Goedroen de zanger Horant, ten einde prinses Hilde te bekoren, het zijne aanheft.","[(13, 19, 'animals')]",False,
"Zij ligt daar aan den voet van een boom, op dezelfde bank van mos, waar de dood zijn meester heeft getroffen.","[(35, 39, 'plants'), (62, 65, 'plants')]",False,
"Zij was bedaard, gelijk toen de buffel haar bedreigde.","[(32, 38, 'animals')]",False,
"Wij zijn nu schapen zonder herder, maar wij weten het: vele zijn de valsche leeraars, vele de wolven die in schaapskleederen tot ons komen.","[(12, 19, 'animals'), (27, 33, 'animals'), (94, 100, 'animals')]",False,
"Pierson nu is in zijn recht tegen Kuenen, wanneer hij zegt, dat, wil men het profetisme begrijpen, men het allerminst berooven mag van zijn locale, antieke kleur, men moet het niet ontdoen van zijn zonderlingheid, stoutheid, van het brutale in de wijze waarop het durfde optredenhij den pot tegen den grond, dat de scherven rondvliegen: zoo zal Juda verbrijzeld worden, onheelbaar!",[],False,
"(De man wil zeggen: Wordt door uw wreede taal verscheurd.) Te midden van den groenen Hout Daar kwinkeleert de Vogelzang, Gelijk het past in 't woud; Maar 't is geen zang Van louter klang Van fluit- geluid en orgelnoten.","[(110, 119, 'animals')]",False,
"‘Gy zoudt ydele moeite doen, edele Heer!’ zeide die aartsschelm: ‘het mesjen is op dit oogenblik onder dien zelfden lindeboom begraven, aan welken gy my wildet op doen hangen; maar niemand zal het vinden, ten zij gy my belooft, uw vonnis in te trekken.","[(116, 125, 'plants')]",False,
"Hij heeft al de airs, al de bewegingen van een recht lastigen wijsneus, en schijnt nog in twijfel te hangen wat hij liever wezen zal, een fat of een lompert.",[],False,
"Haar Vrouwen blijven onderwijlen op die plaatsen om het Beeren-vlees te eten, alwaar zy met grote blijdschap haar Mannen van de jagt wederom verwagten, welke dan met een ander nieuw gezang aankomen, door welke zy haar Vrouwen bidden datze schorsen van Elsen bomen zullen nemen, knauwende die tussen hare tanden zeer fijn en klein, om haar te werpen en in 't aansigt te smijten.","[(252, 263, 'plants')]",False,
"Na de uitbarsting is het er onverdragelijk; de vergiftende rook van het slecht gemaakte kruid dringt in de naauwe gangen der somtijds vijf of zes honderd voeten lange mijn; en wie zich op dat oogenblik daar bevond, zou gevaar loopen er eene hoeveelheid van in te ademen, groot genoeg om zelfs een os te doen stikken.","[(297, 299, 'animals')]",False,
"De grote Groenlandsche Walvisch is den Yslanderen te min onbekent, vermits zy hem zeer dikwerf zien; en nadien hy een gladde rug zonder Flosvinnen heeft, noemen zy hem Stetbakur, dat is Gladrug.","[(9, 31, 'animals'), (168, 177, 'animals')]",False,
"Want om dat na datmen het beste vleesch van de Schild-padde genomen heeft, men het overschot voor niet laat leggen, komen dese Krokodillen met hoopen in der nacht, haar spijsen met d'ingewanden en met de rompen, diemen op het sand gelaten heeft.","[(47, 59, 'animals'), (127, 138, 'animals')]",False,
"Men siet, op dat ick dit maer alleen uyt de H. Schrift verhale, hoe wonderbaerlick God de heere den Prophetischen Coninck van Sauls lagen bevrydet heeft: hoe geluckelijck hy uyt de handen der Philistijnen, end' meer andere sijne vyanden, ontcomen is: hoe sekerlick hy van leeuwen, beeren, end' ander wreede ghedierten, bewaert is geweest.","[(272, 279, 'animals'), (281, 287, 'animals'), (307, 317, 'animals')]",False,
"Luttel Rogge, dan alleen Die ons knapen is ghemeen; Off een werckman, die by tijden Een cleyn stucxken heeft bezijden.","[(7, 12, 'plants')]",False,
"'k Lach dan om die gouden tijden, 'k Lach om trouwheid en verstand; Daar toch Ezels 't spoedigst rijden Naar het vet Luilekkerland.","[(78, 83, 'animals')]",False,
"Het hout is wel vast en sterk, maar onsterker als boeken-hout: ook kan het beter bewerkt werden, als van de wilde eike.","[(114, 118, 'plants')]",False,
"Zij bleven er een paar dagen, en gedurende dien tijd had scott zijne eerste en laatste ontmoeting met david ritchie, het origineel van den Zwarten Dwerg.",[],False,
"populeus, volkrijk.","[(0, 8, 'plants')]",False,
"zoo zelden voorkomende wijze: de held brengt een hollend tweespan tot staan en redt alzoo het leven, wel niet van de heldin zelve, maar - kleine variant - van haar jong broertje.",[],False,
"Wen 't avondwindje ritselt in de boomen En 't zilverlicht der maan door 't loover lacht, Zit ik alleen, van u alleen te droomen, Lief kind, dat mijner ziel vertroosting bracht, Dan hoor ik in der blaadren zacht gerucht Een zoete stem, die uwen naam mij zucht.","[(33, 39, 'plants')]",False,
In 't verschiet ziet men een molen die insgelyks met groenten en vlaggen versierd is.,[],False,
"Zij lag in de kom van Baarle, door een grooten bloem- en moestuin omgeven.","[(47, 52, 'plants'), (57, 65, 'plants')]",False,
"Reeds boven teekenden wij aan - en het gold daar de bazilieken - dat er een Matronaeum en een Senatorium aan het oppereinde van het vierkant der oudste kerken gevonden werd: deze eereplaats, naar den naam te oordeelen bestemd voor de aanzienlijkste van beide geslachten, was tevens voor sommige geordenden beschikbaarde koninklijke genoemd wordt) wel veranderen moest; echter is het middenschip altoos, ook bij gelijke breedte en hoogte der drie beuken, het waardigste.",[],False,
"Zijn hoofddeksel zal met drie vederen versierd wezen en voorop de beeltenis dragen van eene duif, die twee olijftakken in den snavel draagt’; en aldus uitgedost daalde hij dan ook den 18den Augustus van den Labbro af.","[(107, 118, 'plants'), (92, 96, 'animals')]",False,
"In de Oostersche landen, maken de dadels in suiker of in hun eigen zacht uitgeperst sap ingelegd een voornaam dagelijksch huisgerecht uit.","[(34, 40, 'plants')]",False,
"Gi sijt krachtig schoon voorwaar: Oogen hebt gi, vol van minne, Als der duiven, kuisch en klaar.","[(72, 78, 'animals')]",False,
Een Beeren-huyd kost twee Rijksdaalders.,[],False,
"Nogtans beklapt er geen, Dat, onder Willems dos, zich 't Hermelijn Verbergt.","[(57, 66, 'animals')]",False,
"duizenden menschen bewegen, zoodat men daar een voortdurend gegons hoort als in een reusachtigen bijenkorf.","[(97, 106, 'animals')]",False,
Ik hoor de ontruste schapen blaten.,"[(20, 27, 'animals')]",False,
"Voorop een huilend uilendier, Als lage een ziel in 't sterven hier!","[(19, 28, 'animals')]",False,
"In toepassing op het madeliefje bleef de naam tot de gewestelijke spraak van het Noorden van Frankrijk beperkt, en daar verbasterde consolida in den mond des volks tot cassaude.","[(21, 31, 'plants')]",False,
"Deze uit de Toegift van de zeventiende Voorstelling, en uit d' achtiende Voorstelling van dit deel) dat de menschelijke ziel zo veel lighamen te gelijk wezend, zaak, enz. mensch, paert, hont enz. te weten, om dat in 't menschelijk lighaam zo veel zaak, van de welke het lighaam meermaals Tweede Uit alle het voorgaande blijkt klarelijk, dat wy veel dingen begrijpen, of 1.","[(179, 184, 'animals'), (186, 190, 'animals')]",False,
"Daarna zag men eene kroon van vlammen op den krater, en massa's gloeijende rotssteen, puimsteen en magneetijzer werden met vreesselijk geweld tot op ongelooflijken afstand voortgeslingerd, en volgden elkander zoo onafgebroken op, dat zij eenen zwerm bijen geleken, die om den berg heen vloog.","[(250, 255, 'animals')]",False,
Duizend insectjes gonsden....,"[(8, 17, 'animals')]",False,
"Hij zag ook menig hecht gebouw Door d'onvermoeiden tand Van nijd, vooroordeel, bastaardij En domheid aangerand; En dan de grondvest, ijzersterk, Van wormen doorgeknaagd; En 't hecht gebouw viel wagglend neêr, Door kunst noch deugd geschraagd.","[(149, 155, 'animals')]",False,
